"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"275";"media";"pendiente";"";"";"917384";"Subvención a favor de Mercabarna por el proyecto Foodback de minimización de residuos y promoción del reaprovechamiento alimentario (Exp. 2025/901378)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/917384";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"276";"media";"pendiente";"";"";"914689";"Subvención a favor de Un Ponte Per ETS para la ejecución del proyecto “Ziro Dzeblo: Gestión de residuos segura y sostenible en el Norte y Este de Siria” (Exp. 2025/900841)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/914689";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"277";"media";"pendiente";"";"";"904566";"Subvención a la Cámara de Comercio e Industria de Alcoy para promoción del comercio e industria local Proyecto “Alcoy Impulsa”";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/904566";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"278";"media";"pendiente";"";"";"913169";"Subvención a la Federación de Empresarios del Metal de la Provincia de Alicante (FEMPA): para acciones de impulso a la innovación, digitalización, sostenibilidad, transición ecológica y agenda verde para pymes provinciales del metal";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/913169";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"279";"media";"pendiente";"";"";"905757";"Subvención a la Fundación Empresa-Universidad de Alicante (FUNDEUN) para proyecto de economía circular en el sector industrial de la provincia de Alicante";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/905757";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"280";"media";"pendiente";"";"";"785564";"SUBVENCIÓN A LA FUNDACIÓN INSTITUTO DE INVESTIGACIÓN EN ENERGÍA DE CATALUÑA PARA EL IMPULSO Y FOMENTO DE ACTUACIONES AL DESARROLLO DE TECNOLOGÍAS BASADAS EN EL HIDRÓGENO VERDE EN LA TRANSICIÓN HACIA UN ÁREA METROP. DESCARBONIZADA [Convocatoria 2022]";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/785564";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"281";"media";"pendiente";"";"";"895233";"Subvención a los consorcios de residuos y EMTRE para inversiones en 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.sede.dival.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"282";"media";"pendiente";"";"";"636337";"SUBVENCIÓN ADQUISICIÓN DE VEHÍCULOS AUTOTAXI 2022 CERO EMISIONES O ECO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"283";"media";"pendiente";"";"";"905581";"Subvención Cámara Oficial de Comercio e Industria de Orihuela para la realización del proyecto de Apoyo Red Viveros Empresas para el fomento de la actividad económica";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/905581";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"284";"media";"pendiente";"";"";"919413";"Subvención concesión directa año 2026 a favor de la Fundación Ciudad de la Energía CIUDEN";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/919413";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"285";"media";"pendiente";"";"";"920878";"Subvención del Fondo de Residuos 2026. Flujo de domésticos anual";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920878";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"286";"media";"pendiente";"";"";"921254";"Subvención del Fondo de Residuos 2026. Flujo de domésticos plurianual - inversiones vertebradoras";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921254";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"287";"media";"pendiente";"";"";"920613";"Subvención del Fondo de Residuos 2026. Flujo de otros residuos a empresas";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.navarra.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"288";"media";"pendiente";"";"";"916558";"Subvención del pago de la tasa de residuos para mayores de 65 años del municipio de Carlet, ejercicio 2025";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/916558";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"289";"media";"pendiente";"";"";"917234";"SUBVENCION DIRECTA AL AYUNTAMIENTO DE ALDEANUEVA DE LA SIERRA PARA LA OBRA URGENTE DE ADECUACIÓN DEL PUNTO LIMPIO DE RECOGIDA DE RESIDUOS DEL MUNICIPIO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.diputaciondesalamanca.gob.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"290";"media";"pendiente";"";"";"899995";"SUBVENCIÓN DIRECTA EXCEPCIONAL EMPRESA PROVINCIAL DE RESIDUOS Y MEDIO AMBIENTE S.A. (EPREMASA) CONFERENCIA SECTORIAL MA 24/07/24 PRTR";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/899995";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"291";"media";"pendiente";"";"";"915903";"Subvención directa por razones que dificultan su convocatoria a CESEFOR para el desarrollo del proyecto 'Promoción de la construcción industrializada con madera y su cadena de valor en CyL', en el marco del PRTR.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/915903";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"292";"media";"pendiente";"";"";"905674";"Subvención Federación de Polígonos y Empresas Valencianas (FEPEVAL) para proyecto de simbiosis industrial dinamización tejido productivo en la provincia de Alicante";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/905674";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"293";"media";"pendiente";"";"";"920938";"Subvención Fondo de Residuos 2026. Flujo de domésticos plurianual";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920938";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"294";"media";"pendiente";"";"";"895232";"Subvención Implantación Planes Locales de Gestión de Residuos (IPLGR) 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.sede.dival.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"295";"media";"pendiente";"";"";"923081";"Subvención Nominativa 2026 Fundación Pública Andaluza para la investigación de Málaga en Biomedicina y Salud (FIMABIS) para la participación de esta Consejería en el Instituto de Investigación Biomédica de Málaga (IBIMA) 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923081";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"296";"media";"pendiente";"";"";"643979";"Subvención nominativa a Fundación CENER para el proyecto MRR Plan Complementario Energía e Hidrógeno Renovable del Plan de Recuperación, Transformación y Resiliencia";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.navarra.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"297";"media";"pendiente";"";"";"640369";"Subvención nominativa a Fundación CENER para la ejecución del Plan Complementario de Energía e Hidrógeno Renovable. Aportación de Navarra";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.navarra.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"298";"media";"pendiente";"";"";"910612";"SUBVENCIÓN NOMINATIVA CAMARA OFICIAL DE COMERCIO, INDUSTRIA, SERVICIOS Y NAVEGACIÓN DE CANTABRIA. AYUDAS PARA EL FOMENTO DE LA RESPONSABILIDAD SOCIAL EMPRESARIAL Y PROMOCIÓN Y DIFUSIÓN DE LA ECONOMÍA SOCIAL 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"2026-01-01";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/910612";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"299";"media";"pendiente";"";"";"909678";"Subvención para adquisición de fregadora industrial para limpieza de los edificios municipales del Ayuntamiento de Lalueza";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.dphuesca.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"300";"media";"pendiente";"";"";"909410";"Subvención para adquisición de terrenos para construcción de polígono industrial promoción municipal en Campo";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.dphuesca.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"301";"media";"pendiente";"";"";"914777";"SUBVENCIÓN PARA EL FOMENTO AL EMPLEO Y DE LA PROMOCIÓN DE LA ACTIVIDAD INDUSTRIAL EN CALATAYUD 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/914777";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"302";"media";"pendiente";"";"";"920746";"SUBVENCIÓN PARA LA ASOCIACION EMPRESARIAL POLIGONO ERLETXE 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920746";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"303";"media";"pendiente";"";"";"897901";"SUBVENCIÓN REDACCIÓN Y REVISIÓN DE LOS PLGR Y DE ASISTENCIA TÉCNICA PARA SEGUIMIENTO DE LOS SERVICIOS DE RECOGIDA DE RESIDUOS EN LAS ENTIDADES LOCALES DE LA PROVINCIA DE VALENCIA EJERCICIO 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.sede.dival.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"304";"media";"pendiente";"";"";"694580";"SUBVENCIÓN VEHÍCULOS EUROTAXI CON ETIQUETA CERO EMISIONES O ECO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"305";"media";"pendiente";"";"";"635695";"SUBVENCIÓN VEHÍCULOS EUROTAXI CON ETIQUETA CERO EMISIONES O ECO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"306";"media";"pendiente";"";"";"903944";"Subvenciones 2026 a empresas para la Transformación Digital (Digitalización del sector servicios) en la CA de Extremadura, s/ Resolución de 17 de Abril de 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.juntaex.es/w/0706324";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"307";"media";"pendiente";"";"";"902426";"Subvenciones 2026 proyectos de eficiencia energética y reducción de emisiones";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.eprinsa.es/energiacordoba/tramites";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"308";"media";"pendiente";"";"";"846244";"Subvenciones a Centros Residenciales para personas mayores y hogares del pensionista para proyectos de ahorro, eficiencia energética, energías renovables y reducción de emisiones 2025";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.eprinsa.es/energiacordoba/tramites/procedimiento/1201/convocatoria-de-subvenciones";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"309";"media";"pendiente";"";"";"615329";"Subvenciones a conceder mediante el procedimiento de concurrencia competitiva para proyectos de ahorro, eficiencia energética, fomento de las energías renovables y reducción de emisiones de CO2 en el sector empresarial de la provincia de Córdoba - 2022.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.eprinsa.es/energiacordoba/tramites/procedimiento/1201/convocatoria-de-subvenciones";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
